key,state,action,q_value
1,0,0,55.906123943216876
1,0,1,59.12362606470821
1,0,2,58.3086066958362
1,0,3,55.873746249484824
1,1,0,55.904332120190226
1,1,1,59.84018903891561
1,1,2,60.122958475065836
1,1,3,57.01032071893372
1,2,0,57.02989357356977
1,2,1,61.92559427680161
1,2,2,61.45515404694356
1,2,3,57.84140964833535
1,3,0,56.97803507785373
1,3,1,-4.999999999999998
1,3,2,63.711697977021835
1,3,3,59.65663926786537
1,4,0,0.0
1,4,1,0.0
1,4,2,0.0
1,4,3,0.0
1,5,0,55.953872560746674
1,5,1,56.297133085693936
1,5,2,62.8247457722455
1,5,3,-4.999999761344463
1,6,0,48.45041410118682
1,6,1,35.13039143252444
1,6,2,62.65237038725376
1,6,3,48.95542175812706
1,7,0,10.84191817005434
1,7,1,10.070941918884335
1,7,2,27.91187983727844
1,7,3,56.50359098559429
1,8,0,1.0869056138189648
1,8,1,2.268491790281783
1,8,2,0.9555687056626477
1,8,3,34.547076831860934
1,9,0,-1.3960020097919694
1,9,1,-0.39874695192884757
1,9,2,-0.006453627545734586
1,9,3,12.500301316024867
1,10,0,56.1580434667183
1,10,1,58.987010714847074
1,10,2,59.80016094705615
1,10,3,54.62565503756261
1,11,0,58.47280224978775
1,11,1,61.287363105971046
1,11,2,61.84277992999022
1,11,3,59.15135542730179
1,12,0,60.299938727280974
1,12,1,63.81582245495531
1,12,2,62.823465222084984
1,12,3,60.27241881456327
1,13,0,61.75367591345822
1,13,1,65.43536154037557
1,13,2,-4.999999999999998
1,13,3,61.754885491473786
1,14,0,-4.999999999999998
1,14,1,66.33215571709978
1,14,2,67.22731704007904
1,14,3,63.43004908390777
1,15,0,61.25212598874104
1,15,1,64.00126009812381
1,15,2,67.34204583672744
1,15,3,65.22801632808846
1,16,0,56.88767649191979
1,16,1,57.378548204065716
1,16,2,65.24059555560083
1,16,3,63.04854221972862
1,17,0,40.48017767140041
1,17,1,12.414787315558897
1,17,2,60.46957849921228
1,17,3,45.27594035124371
1,18,0,8.250935685505823
1,18,1,1.659095134606375
1,18,2,32.51382347860278
1,18,3,15.04451957465887
1,19,0,2.2728161396967987
1,19,1,-1.8832693254079538
1,19,2,4.2512056985373885
1,19,3,0.5594267931255974
1,20,0,58.142913643594476
1,20,1,61.365651721522674
1,20,2,54.051506512377316
1,20,3,57.22957063372417
1,21,0,60.52095025541336
1,21,1,63.867303090184826
1,21,2,-4.999999999999998
1,21,3,60.286007101037264
1,22,0,62.16624161883498
1,22,1,-4.999999999999998
1,22,2,65.80688616485104
1,22,3,62.25536628418269
1,23,0,0.0
1,23,1,0.0
1,23,2,0.0
1,23,3,0.0
1,24,0,64.41037117904098
1,24,1,67.97829406595389
1,24,2,69.20999984501488
1,24,3,-4.999999999999998
1,25,0,67.05619764326808
1,25,1,66.2310599672055
1,25,2,69.66261363569954
1,25,3,67.09441823540129
1,26,0,63.681712304040964
1,26,1,62.30855702426134
1,26,2,66.97503243038206
1,26,3,66.66971642859394
1,27,0,55.05262114944023
1,27,1,56.64566009433672
1,27,2,64.32049859513083
1,27,3,63.05352642468077
1,28,0,18.275648464698644
1,28,1,36.006059864748686
1,28,2,37.74071443754789
1,28,3,58.693379787372805
1,29,0,2.1144848043630713
1,29,1,7.693887054035222
1,29,2,5.9890364624994765
1,29,3,48.58062063468776
1,30,0,55.259468444436806
1,30,1,-4.999999999999998
1,30,2,-4.999999999999998
1,30,3,50.05027104896121
