key,state,action,q_value
1,0,0,75.14474781081577
1,0,1,72.13895789838311
1,0,2,78.2757789695998
1,0,3,75.14474781081577
1,1,0,72.13895789838311
1,1,1,-0.9999999999999998
1,1,2,-0.9999999999999998
1,1,3,75.14474781081577
1,2,0,0.0
1,2,1,0.0
1,2,2,0.0
1,2,3,0.0
1,3,0,81.53726975999982
1,3,1,78.2757789695998
1,3,2,84.93465599999985
1,3,3,-0.9999999999999998
1,4,0,75.14474781081577
1,4,1,-0.9999999999999998
1,4,2,81.53726975999982
1,4,3,81.53726975999982
1,5,0,0.0
1,5,1,0.0
1,5,2,0.0
1,5,3,0.0
1,6,0,0.0
1,6,1,0.0
1,6,2,0.0
1,6,3,0.0
1,7,0,81.53726975999982
1,7,1,81.53726975999982
1,7,2,88.47359999999988
1,7,3,-0.9999999999999998
1,8,0,78.2757789695998
1,8,1,78.2757789695998
1,8,2,-0.9999999999999998
1,8,3,84.93465599999985
1,9,0,-0.9999999999999998
1,9,1,-0.9999999999999997
1,9,2,81.52169594719136
1,9,3,81.53726975999982
1,10,0,0.0
1,10,1,0.0
1,10,2,0.0
1,10,3,0.0
1,11,0,84.93465599999985
1,11,1,-0.9999999999999998
1,11,2,92.15999999999991
1,11,3,-0.9999999999999998
1,12,0,0.0
1,12,1,0.0
1,12,2,0.0
1,12,3,0.0
1,13,0,78.27512507521425
1,13,1,-0.9992264459898546
1,13,2,84.92884189384564
1,13,3,-0.9997815254994716
1,14,0,0.0
1,14,1,0.0
1,14,2,0.0
1,14,3,0.0
1,15,0,88.47359999999988
1,15,1,88.47359999999988
1,15,2,95.99999999999994
1,15,3,-0.9999999999999998
1,16,0,-0.9999999522688926
1,16,1,84.93433180633096
1,16,2,-0.9999982838462669
1,16,3,92.15999999999991
1,17,0,80.73598406113393
1,17,1,88.23168498706801
1,17,2,58.78368310112976
1,17,3,88.47359992885083
1,18,0,-0.9992264459898546
1,18,1,95.99999999964426
1,18,2,-0.9999238226519541
1,18,3,84.82051205579398
1,19,0,92.15999999999991
1,19,1,-0.9999999999999998
1,19,2,99.99999999999997
1,19,3,92.15999999928259
1,20,0,0.0
1,20,1,0.0
1,20,2,0.0
1,20,3,0.0
1,21,0,75.6815827033862
1,21,1,-0.8499053647030008
1,21,2,13.505430542356518
1,21,3,-0.6513215599
1,22,0,0.0
1,22,1,0.0
1,22,2,0.0
1,22,3,0.0
1,23,0,0.0
1,23,1,0.0
1,23,2,0.0
1,23,3,0.0
