key,state,action,q_value
1,0,0,0.0
1,0,1,1.4891520676716987
1,0,2,0.0
1,0,3,0.0
1,1,0,0.0
1,1,1,-0.95
1,1,2,1.3055678602471876
1,1,3,-0.19
1,2,0,0.0
1,2,1,0.0
1,2,2,0.0
1,2,3,0.0
1,3,0,0.0
1,3,1,0.0
1,3,2,0.0
1,3,3,0.0
1,4,0,-0.19
1,4,1,-0.76
1,4,2,-0.155344
1,4,3,-0.95
1,5,0,0.0
1,5,1,0.0
1,5,2,0.8568939527147639
1,5,3,-0.76
1,6,0,-0.19
1,6,1,0.0
1,6,2,0.0
1,6,3,0.9996052284072896
1,7,0,-0.95
1,7,1,-0.19116964
1,7,2,-0.19
1,7,3,-0.020474281243406847
1,8,0,-0.95
1,8,1,0.0
1,8,2,-0.03609999999999999
1,8,3,-0.19
1,9,0,-0.19116964
1,9,1,-0.76
1,9,2,-0.12727264
1,9,3,-0.19
1,10,0,0.0
1,10,1,0.0
1,10,2,0.6863474439425483
1,10,3,0.0
1,11,0,-0.027156049175764748
1,11,1,0.0
1,11,2,-0.95
1,11,3,0.0
1,12,0,-0.09045923560000002
1,12,1,0.4410199744
1,12,2,0.0
1,12,3,-0.03609999999999999
1,13,0,0.0
1,13,1,0.055049949503839984
1,13,2,0.0
1,13,3,-0.12727264
1,14,0,-0.067721434
1,14,1,-0.76
1,14,2,-0.19116964
1,14,3,-0.09941462233600001
1,15,0,-0.378556
1,15,1,-0.95
1,15,2,0.6121021879396291
1,15,3,-0.378556
1,16,0,0.0
1,16,1,0.0
1,16,2,0.0
1,16,3,0.0
1,17,0,0.44380989082239497
1,17,1,0.0
1,17,2,0.0
1,17,3,-0.95
1,18,0,0.0
1,18,1,0.0
1,18,2,0.19
1,18,3,0.0
1,19,0,-0.155344
1,19,1,-0.76
1,19,2,0.0
1,19,3,0.19
1,20,0,-0.155344
1,20,1,0.6549976366159235
1,20,2,-0.19
1,20,3,-0.76
1,21,0,-0.95
1,21,1,0.6589896125925214
1,21,2,-0.76
1,21,3,-0.12727264
1,22,0,0.5545129185869682
1,22,1,-0.0014440000000000008
1,22,2,-0.76
1,22,3,-0.155344
1,23,0,-0.19
1,23,1,19.0
1,23,2,-0.76
1,23,3,-0.155344
1,24,0,0.0
1,24,1,0.0
1,24,2,0.0
1,24,3,0.0
