key,state,action,q_value
1,0,0,66.63865317977843
1,0,1,70.33780000342752
1,0,2,68.89244817160589
1,0,3,66.6709739219482
1,1,0,66.28770900892681
1,1,1,71.56257746354598
1,1,2,72.32941790512494
1,1,3,68.28136597222687
1,2,0,67.43861315477376
1,2,1,74.03447775884895
1,2,2,71.88603262273908
1,2,3,69.28249435817727
1,3,0,66.98526234910511
1,3,1,42.448927828817936
1,3,2,76.91754840126586
1,3,3,64.80892456938064
1,4,0,23.51811066060857
1,4,1,53.21435394984702
1,4,2,-4.998651391972047
1,4,3,25.721009337725974
1,5,0,27.880733562255617
1,5,1,22.303278386949096
1,5,2,66.97740047601444
1,5,3,33.077872322101705
1,6,0,-0.9296593770431874
1,6,1,16.948543009354573
1,6,2,51.05519104457329
1,6,3,15.83369428540031
1,7,0,65.28374775670754
1,7,1,70.66508795867895
1,7,2,67.64780288976637
1,7,3,62.841272941605865
1,8,0,69.92890399872371
1,8,1,74.79943257371951
1,8,2,73.50206903211951
1,8,3,69.33063625287187
1,9,0,71.32667307554186
1,9,1,76.70887256229216
1,9,2,77.08761316255253
1,9,3,72.27139256392532
1,10,0,74.50808007558138
1,10,1,-4.999999999995841
1,10,2,79.68492096543125
1,10,3,74.10260876985751
1,11,0,0.0
1,11,1,0.0
1,11,2,0.0
1,11,3,0.0
1,12,0,42.30770037845745
1,12,1,43.922611619106604
1,12,2,77.07960160424912
1,12,3,-4.926095585292827
1,13,0,26.83546901645754
1,13,1,27.849397329506893
1,13,2,79.1304605073092
1,13,3,38.853986750873375
1,14,0,54.12336555047042
1,14,1,71.27241482143546
1,14,2,-4.999999999772083
1,14,3,51.189758017615816
1,15,0,70.75196671862324
1,15,1,75.37170543454258
1,15,2,70.89920859133196
1,15,3,65.65222021369145
1,16,0,74.0166279151886
1,16,1,79.79078013376551
1,16,2,78.53984752759582
1,16,3,74.05022458547717
1,17,0,77.36829769299098
1,17,1,79.64393541700053
1,17,2,82.01704016681343
1,17,3,76.61546976179682
1,18,0,-4.999750100209735
1,18,1,82.7046505379522
1,18,2,77.64620344284064
1,18,3,71.3711122304437
1,19,0,54.364148599278565
1,19,1,85.74861959862415
1,19,2,-4.988907343827689
1,19,3,74.90448809503822
1,20,0,66.8884827033135
1,20,1,80.64117388343271
1,20,2,88.95847744207391
1,20,3,58.37806285865238
1,21,0,0.0
1,21,1,0.0
1,21,2,0.0
1,21,3,0.0
1,22,0,67.18793799034837
1,22,1,76.08593315031055
1,22,2,53.26875684948234
1,22,3,-4.999998409966243
1,23,0,76.2899744952591
1,23,1,82.22994962748261
1,23,2,59.4577921519177
1,23,3,73.47756208370548
1,24,0,80.28261668787559
1,24,1,85.62217964723307
1,24,2,-4.999999994623473
1,24,3,78.997699294598
1,25,0,78.45232906158223
1,25,1,-4.999989406458438
1,25,2,88.26687089641293
1,25,3,82.85989665955562
1,26,0,0.0
1,26,1,0.0
1,26,2,0.0
1,26,3,0.0
1,27,0,75.75576581356567
1,27,1,74.31083636442244
1,27,2,92.46480870565928
1,27,3,-4.988907343827689
1,28,0,-4.507614548908195
1,28,1,8.104871367461119
1,28,2,1.6428887872983893
1,28,3,-1.4397891545383246
1,29,0,66.99196712261842
1,29,1,39.99398759740263
1,29,2,22.000160942928755
1,29,3,2.5056416317664745
1,30,0,69.78407742925361
1,30,1,-4.997944508416472
1,30,2,42.015340961115065
1,30,3,43.90727995987347
1,31,0,0.0
1,31,1,0.0
1,31,2,0.0
1,31,3,0.0
1,32,0,85.43572279194758
1,32,1,87.09998740284333
1,32,2,90.98205955641032
1,32,3,-4.999797581169886
1,33,0,-4.507614548908195
1,33,1,70.024016398774
1,33,2,92.08440526293123
1,33,3,51.98018093691364
1,34,0,88.89732980475806
1,34,1,88.53983421902815
1,34,2,95.22639741272893
1,34,3,77.27613701626805
1,35,0,0.4267673624941029
1,35,1,6.52255527825158
1,35,2,1.2028844014071352
1,35,3,-1.1971308339752347
1,36,0,46.81812746550143
1,36,1,5.244923160345275
1,36,2,7.300188221369797
1,36,3,3.9150351187978916
1,37,0,9.856311197363686
1,37,1,-4.940137424087189
1,37,2,58.48557087621392
1,37,3,14.021201620668638
1,38,0,0.0
1,38,1,0.0
1,38,2,0.0
1,38,3,0.0
1,39,0,84.6617595463889
1,39,1,90.87875897572052
1,39,2,93.8584094088559
1,39,3,-4.988907343827689
1,40,0,82.34882773210315
1,40,1,96.02136978124983
1,40,2,93.37426294409995
1,40,3,84.16621333874943
1,41,0,92.09109878439706
1,41,1,93.12581323322422
1,41,2,99.99999952995795
1,41,3,88.47959341633504
1,42,0,0.7066923436848449
1,42,1,6.987972590946795
1,42,2,-0.621235621239574
1,42,3,-1.1961467901386036
1,43,0,4.605074673618453
1,43,1,20.8975621781168
1,43,2,5.747503976002714
1,43,3,4.603454032478736
1,44,0,24.159984623937525
1,44,1,78.27846956535075
1,44,2,49.49014589839221
1,44,3,9.113975604088399
1,45,0,-4.788044208623918
1,45,1,90.43902299093004
1,45,2,55.411628681554866
1,45,3,55.217590916143
1,46,0,87.81099122647638
1,46,1,96.90743498001943
1,46,2,88.79520978779365
1,46,3,81.74703618802825
1,47,0,92.26287326246695
1,47,1,99.99999986724625
1,47,2,90.552718193671
1,47,3,92.85154799133782
1,48,0,0.0
1,48,1,0.0
1,48,2,0.0
1,48,3,0.0
