key,state,action,q_value
1,0,0,78.2757789695998
1,0,1,81.53726975999982
1,0,2,-0.9999999999999998
1,0,3,78.2757789695998
1,1,0,81.53726975999982
1,1,1,78.2757789695998
1,1,2,84.93465599999985
1,1,3,78.2757789695998
1,2,0,78.2757789695998
1,2,1,78.2757789695998
1,2,2,-0.9999999999999998
1,2,3,81.53726975999982
1,3,0,78.27572743730299
1,3,1,-0.9999999999999998
1,3,2,81.53726975999982
1,3,3,78.27577896848508
1,4,0,0.0
1,4,1,0.0
1,4,2,0.0
1,4,3,0.0
1,5,0,81.53726975999982
1,5,1,-0.9999999999999998
1,5,2,88.47359999999988
1,5,3,-0.9999999999999998
1,6,0,0.0
1,6,1,0.0
1,6,2,0.0
1,6,3,0.0
1,7,0,78.27549811104453
1,7,1,84.93465599999985
1,7,2,-0.9999990879655439
1,7,3,-0.9999999833571919
1,8,0,-0.9999999999999998
1,8,1,88.47359999999988
1,8,2,81.53726974438239
1,8,3,81.53726975999587
1,9,0,84.93465599999985
1,9,1,92.15999999999991
1,9,2,-0.9999999999999998
1,9,3,84.93465599999985
1,10,0,-0.9999999999999998
1,10,1,-0.9999999999999998
1,10,2,95.99999999999994
1,10,3,88.47359999999988
1,11,0,0.0
1,11,1,0.0
1,11,2,0.0
1,11,3,0.0
1,12,0,84.9346559961167
1,12,1,-0.9993734212517822
1,12,2,81.22728940796657
1,12,3,-0.9995889016832943
1,13,0,0.0
1,13,1,0.0
1,13,2,0.0
1,13,3,0.0
1,14,0,92.15999999999991
1,14,1,99.99999999999997
1,14,2,95.99999999999994
1,14,3,-0.9999999999999998
1,15,0,0.0
1,15,1,0.0
1,15,2,0.0
1,15,3,0.0
