key,state,action,q_value
1,0,0,86.33055085026983
1,0,1,88.32025012469613
1,0,2,91.30294773150474
1,0,3,86.37968955107816
1,1,0,84.54047612449699
1,1,1,-4.999999999999998
1,1,2,91.5291752296175
1,1,3,86.42495598740865
1,2,0,0.0
1,2,1,0.0
1,2,2,0.0
1,2,3,0.0
1,3,0,88.45627162463957
1,3,1,94.11413071221054
1,3,2,93.31626195516516
1,3,3,86.38478715735701
1,4,0,88.62915849008276
1,4,1,96.99992933067794
1,4,2,96.5400287139894
1,4,3,91.93484225902883
1,5,0,-4.999999999652618
1,5,1,92.39951011997469
1,5,2,99.99999999999997
1,5,3,94.51140591472726
1,6,0,89.90000394985441
1,6,1,96.73960885975156
1,6,2,89.17770785721582
1,6,3,89.28735811766299
1,7,0,94.12203397321362
1,7,1,99.99999999999997
1,7,2,93.17944560066528
1,7,3,92.99706689252605
1,8,0,0.0
1,8,1,0.0
1,8,2,0.0
1,8,3,0.0
